address,lat,lon,llm_lat,llm_lon,error_meters,is_exact_match,llm_coord,predicted_address_reverse,error_scaled
701 1st Avenue,47.6028571,-122.3351422,47.6062,-122.3321,436.42772728710304,False,"47.6062,-122.3321","5th and Madison Condos, 909, 5th Avenue, Central Business District, First Hill, Seattle, King County, Washington, 98164, United States",0.028530134436187356
1419 1st Avenue,47.6083261,-122.3397782,47.61,-122.34,186.85441508105976,False,"47.61,-122.34","Gearbox Photography, 119, Pine Street, Central Business District, Belltown, Seattle, King County, Washington, 98101, United States",0.012215038708461376
1309 North 45th Street,47.6612244,-122.341714,47.66,-122.34,187.3697891937535,False,"47.66,-122.34","Lincoln High School, 4400, Interlake Avenue North, Wallingford, Seattle, King County, Washington, 98103, United States",0.012248729722576093
922 28th Avenue South,47.5937899,-122.2963507,47.6,-122.31,1237.0997245437013,False,"47.6,-122.31","1700, South Main Street, Central District, Seattle, King County, Washington, 98144, United States",0.08087162947138703
3909 Northeast 105th Street,47.7044848,-122.2862475,47.68,-122.3,2911.504075300875,False,"47.68,-122.3","7021, 26th Avenue Northeast, Wedgwood, Seattle, King County, Washington, 98115, United States",0.19033071797749637
4611 South Henderson Street,47.5230624,-122.2738568,47.53,-122.28,899.4247393758922,False,"47.53,-122.28","4215, South Elmgrove Street, Seattle, King County, Washington, 98118, United States",0.058797155004650145
13810 Greenwood Avenue North,47.7300749,-122.3552443,47.73,-122.35,393.4832696151912,False,"47.73,-122.35","624, North 138th Street, Bitter Lake, Broadview, Seattle, King County, Washington, 98133, United States",0.025722771214137075
3104 Western Avenue,47.6180304,-122.356095,47.62,-122.35,507.8227461992524,False,"47.62,-122.35","Seattle Center, 4th Avenue North, Uptown, Belltown, Seattle, King County, Washington, 98121, United States",0.03319736651215897
3242 Eastlake Avenue East,47.6513257,-122.3212803,47.64,-122.32,1262.8990619687327,False,"47.64,-122.32","2314, 10th Avenue East, Seattle, King County, Washington, 98102, United States",0.08255818263719102
3008 Webster Point Road Northeast,47.6487886,-122.2768455,47.66,-122.27,1348.4342790720523,False,"47.66,-122.27","4314, 54th Avenue Northeast, Laurelhurst, Seattle, King County, Washington, 98105, United States",0.08814978713527281
2046 14th Avenue West,47.6380148,-122.374746,47.61,-122.38,3139.705916446347,False,"47.61,-122.38","Pier 89, Expedia Group, Queen Anne, Seattle, King County, Washington, 98119, United States",0.20524871882711423
400 2nd Avenue Extension South,47.6010864,-122.3311659,47.6,-122.33,149.25434420002512,False,"47.6,-122.33","South Main Street Cycletrack, West Edge, First Hill, Seattle, King County, Washington, 98104, United States",0.009757048507622474
1563 6th Avenue South,47.5888992,-122.3263505,47.6,-122.33,1264.3651743078387,False,"47.6,-122.33","South Main Street Cycletrack, West Edge, First Hill, Seattle, King County, Washington, 98104, United States",0.08265402526935663
730 North 34th Street,47.649559,-122.3484774,47.65,-122.34,638.78337287012,False,"47.65,-122.34","3526, Ashworth Avenue North, Fremont, Seattle, King County, Washington, 98103, United States",0.04175851891187638
6321 Corgiat Drive South,47.5465619,-122.3100571,47.53,-122.27,3533.555065039966,False,"47.53,-122.27","8115, Rainier Avenue South, Dunlap, Seattle, King County, Washington, 98118, United States",0.23099540826594067
1332 South Weller Street,47.5976447,-122.3139802,47.59,-122.32,963.0177648775527,False,"47.59,-122.32","Mountains-to-Sound Trail, Yesler Terrace, Seattle, King County, Washington, 98104, United States",0.06295435550619555
304 North 39th Street,47.6544315,-122.3552417,47.65,-122.34,1246.5478233166577,False,"47.65,-122.34","3526, Ashworth Avenue North, Fremont, Seattle, King County, Washington, 98103, United States",0.08148927017408578
2000 9th Avenue,47.6166177,-122.3357238,47.61,-122.34,802.9445689381425,False,"47.61,-122.34","Gearbox Photography, 119, Pine Street, Central Business District, Belltown, Seattle, King County, Washington, 98101, United States",0.05249005749247838
5401 Meridian Avenue North,47.6680864,-122.3339361,47.67,-122.34,502.656234332295,False,"47.67,-122.34","Green Lake Cycle Path, Meridian, Green Lake, Seattle, King County, Washington, 98103, United States",0.0328596215227498
7751 24th Avenue Northwest,47.6864613,-122.3878058,47.68,-122.38,927.1275074999725,False,"47.68,-122.38","7017, 18th Avenue Northwest, Whittier Heights, Ballard, Seattle, King County, Washington, 98117, United States",0.060608139159455225
830 South Kenyon Street,47.5320978,-122.3214549,47.52,-122.33,1491.0541629802021,False,"47.52,-122.33","SP+ Transportation, 9301, 4th Avenue South, South Park, Seattle, King County, Washington, 98108, United States",0.09747312799279856
6028 41st Avenue Southwest,47.5475875,-122.3838884,47.56,-122.39,1454.6873727947839,False,"47.56,-122.39","4743, 45th Avenue Southwest, Alaska Junction, West Seattle, Seattle, King County, Washington, 98116, United States",0.09509575976403785
2348 49th Avenue Southwest,47.5816561,-122.3935519,47.59,-122.39,965.4008233132914,False,"47.59,-122.39","1518, 46th Avenue Southwest, Admiral, West Seattle, Seattle, King County, Washington, 98116, United States",0.06311014069877152
519 Northwest 44th Street,47.6603129,-122.3636388,47.66,-122.36,275.53047160117325,False,"47.66,-122.36","4339, Baker Avenue Northwest, Phinney Ridge, Seattle, King County, Washington, 98107, United States",0.018011966024505784
9002 45th Avenue Southwest,47.5233479,-122.3899628,47.55,-122.39,2963.216535295534,False,"47.55,-122.39","5907, 45th Avenue Southwest, Morgan Junction, Seattle, King County, Washington, 98136, United States",0.19371126266663577
9245 Rainier Avenue South,47.5195022,-122.2693467,47.52,-122.28,804.2631365175131,False,"47.52,-122.28","9215, Martin Luther King Junior Way South, Rainier Beach, Seattle, King County, Washington, 98118, United States",0.05257625483501773
2627 Warren Avenue North,47.6441384,-122.3549142,47.62,-122.35,2709.0763398285103,False,"47.62,-122.35","Seattle Center, 4th Avenue North, Uptown, Belltown, Seattle, King County, Washington, 98121, United States",0.17709762084469147
4309 Martin Luther King Junior Way South,47.5640603,-122.2957989,47.57,-122.31,1256.190598480849,False,"47.57,-122.31","South Spokane Street, Beacon Hill, Seattle, King County, Washington, 98144, United States",0.08211963725337844
8539 Midvale Avenue North,47.691705,-122.342622,47.68,-122.35,1414.3898089404083,False,"47.68,-122.35","7011, Fremont Avenue North, Phinney Ridge, Seattle, King County, Washington, 98103, United States",0.09246142916968528
2201 4th Avenue South,47.5838409,-122.3294758,47.6,-122.33,1797.039732259611,False,"47.6,-122.33","South Main Street Cycletrack, West Edge, First Hill, Seattle, King County, Washington, 98104, United States",0.11747600334020279
5307 Northeast 43rd Street,47.6592273,-122.2705494,47.66,-122.3,2213.847033117599,False,"47.66,-122.3","E1, Whatcom Overpass, East Campus, University District, Seattle, King County, Washington, 98015, United States",0.14472351211188986
5228 Brooklyn Avenue Northeast,47.667316,-122.3139409,47.66,-122.31,865.602367001084,False,"47.66,-122.31","Gatehouse 2, 4309, Memorial Way Northeast, Greek Row, University District, Seattle, King County, Washington, 98195, United States",0.05658612034651241
3433 Airport Way South,47.5725813,-122.3235745,47.58,-122.33,956.0501965364739,False,"47.58,-122.33","3rd Avenue South, Seattle, King County, Washington, 98134, United States",0.06249887193117161
603 West Crockett Street,47.6375931,-122.3651313,47.62,-122.36,1993.7124217219387,False,"47.62,-122.36","Elliott Avenue West, Uptown, Belltown, Seattle, King County, Washington, 98121, United States",0.13033288185515446
746 Boylston Avenue East,47.6263962,-122.3230727,47.62,-122.32,747.7149838342008,False,"47.62,-122.32","East John Street, Capitol Hill, Seattle, King County, Washington, 98102, United States",0.04887959145342735
2445 Northwest 57th Street,47.6696555,-122.3897417,47.67,-122.38,732.6062584397771,False,"47.67,-122.38","1719, Northwest 57th Street, Sunset Hill, Ballard, Seattle, King County, Washington, 98107, United States",0.04789190451304472
421 23rd Avenue,47.6058446,-122.3031386,47.6062,-122.3083,390.1011370090929,False,"47.6062,-122.3083","1814, East Jefferson Street, Central District, Seattle, King County, Washington, 98122, United States",0.0255016745882815
1114 A Northwest 58th Street,47.6711192,-122.3714315,47.67,-122.36,867.468256195181,False,"47.67,-122.36","218, Northwest 56th Street, Phinney Ridge, Seattle, King County, Washington, 98107, United States",0.05670809717388203
1604 15th Avenue,47.6154352,-122.312465,47.62,-122.32,760.5541422670598,False,"47.62,-122.32","East John Street, Capitol Hill, Seattle, King County, Washington, 98102, United States",0.049718912360955304
906 2nd Avenue North,47.6275168,-122.3525542,47.6,-122.34,3201.674355664804,False,"47.6,-122.34","Pier 48, Waterfront Trail, West Edge, First Hill, Seattle, King County, Washington, 98174, United States",0.20929971694470229
10701 Greenwood Avenue North,47.7070616,-122.3557891,47.7,-122.35,897.341404955716,False,"47.7,-122.35","9705, Fremont Avenue North, Greenwood, Seattle, King County, Washington, 98103, United States",0.05866096335740391
2107 Northeast 88th Street,47.6919685,-122.3054277,47.68,-122.31,1374.2714786250087,False,"47.68,-122.31","7017, 17th Avenue Northeast, Roosevelt, Green Lake, Seattle, King County, Washington, 98115, United States",0.08983881542245935
4126 12th Avenue South,47.5662683,-122.3168966,47.56,-122.32,735.0103157355273,False,"47.56,-122.32","Corson Avenue South, South Seattle, Georgetown, Seattle, King County, Washington, 98108, United States",0.04804906244218548
901 20th Avenue South,47.5919836,-122.3059631,47.606,-122.318,1802.2001516879461,False,"47.606,-122.318","420, 11th Avenue, Yesler Terrace, Seattle, King County, Washington, 98122, United States",0.11781335005497892
2516 Beacon Avenue South,47.5805298,-122.3130699,47.57,-122.3,1528.8963286436958,False,"47.57,-122.3","3802, 24th Avenue South, Rainier Vista, Beacon Hill, Seattle, King County, Washington, 98108, United States",0.09994694440324332
12038 Roosevelt Way Northeast,47.716927,-122.3178133,47.71,-122.32,787.461767382569,False,"47.71,-122.32","8th Avenue Northeast, Northgate, Seattle, King County, Washington, 98125, United States",0.051477916461533435
12244 Densmore Avenue North,47.7192131,-122.3361934,47.72,-122.35,1039.581195780422,False,"47.72,-122.35","12516, Fremont Avenue North, Bitter Lake, Broadview, Seattle, King County, Washington, 98133, United States",0.06795945678638442
5235 University Way Northeast,47.6674418,-122.3132937,47.66,-122.32,968.6694264563836,False,"47.66,-122.32","4317, 8th Avenue Northeast, West Campus, University District, Seattle, King County, Washington, 98105, United States",0.06332381568150151
6582 High Point Drive Southwest,47.5437345,-122.3677478,47.52,-122.38,2795.4522758744447,False,"47.52,-122.38","9230, 38th Avenue Southwest, Westwood, Seattle, King County, Washington, 98126, United States",0.18274418478498136
6503 California Avenue Southwest,47.5446407,-122.38742,47.52,-122.39,2746.4622651013897,False,"47.52,-122.39","4419, Southwest Brace Point Drive, Fauntleroy, Seattle, King County, Washington, 98136, United States",0.1795416119281334
111 East Roanoke Street,47.6430296,-122.3263618,47.65,-122.33,821.7878499251077,False,"47.65,-122.33","Seattle Marina, 2401, North Northlake Way, Wallingford, Seattle, King County, Washington, 98103, United States",0.05372187963888226
3256 South Ferdinand Street,47.5579995,-122.2891281,47.56,-122.32,2334.0138045106805,False,"47.56,-122.32","Corson Avenue South, South Seattle, Georgetown, Seattle, King County, Washington, 98108, United States",0.15257904907311473
5624 20th Avenue Northeast,47.6700672,-122.3062355,47.67,-122.32,1033.740572667448,False,"47.67,-122.32","802, Northeast 57th Street, University Heights, University District, Seattle, King County, Washington, 98105, United States",0.06757764382587418
4939 South Rose Street,47.5283421,-122.2711622,47.56,-122.31,4575.69071969984,False,"47.56,-122.31","1701, South Angeline Street, South Seattle, Rainier Valley, Seattle, King County, Washington, 98108, United States",0.29912185502726435
3857 2nd Avenue South,47.5681181,-122.3330067,47.59,-122.33,2443.3687801583633,False,"47.59,-122.33","1249, 3rd Avenue South, Yesler Terrace, Seattle, King County, Washington, 98134, United States",0.15972779779237736
1302 Seneca Street,47.6118499,-122.3241767,47.6,-122.32,1354.4168024787398,False,"47.6,-122.32","Yesler Hillclimb, Yesler Terrace, Seattle, King County, Washington, 98104, United States",0.08854087639562164
201 South Brandon Street,47.5540213,-122.3321475,47.57,-122.32,1997.9441449694934,False,"47.57,-122.32","I 5, Beacon Hill, Seattle, King County, Washington, 98134, United States",0.13060951788352956
2019 East Union Street,47.6127061,-122.3057202,47.615,-122.315,742.8165596625715,False,"47.615,-122.315","1532, 13th Avenue, Capitol Hill, Seattle, King County, Washington, 98122, United States",0.048559371881195364
8406 Island Drive South,47.528569,-122.2613105,47.52,-122.25,1277.962105723028,False,"47.52,-122.25","9676, Rainier Avenue South, Rainier Beach, Seattle, King County, Washington, 98118, United States",0.08354288327937892
49 East Roanoke Street,47.6430414,-122.3284578,47.65,-122.33,782.3097747308819,False,"47.65,-122.33","Seattle Marina, 2401, North Northlake Way, Wallingford, Seattle, King County, Washington, 98103, United States",0.051141120621634416
4219 South Othello Street,47.5369227,-122.2796621,47.52,-122.27,2017.266499296455,False,"47.52,-122.27","5027, South Barton Place, Rainier Beach, Seattle, King County, Washington, 98118, United States",0.13187265799151177
6743 14th Avenue Northwest,47.6790796,-122.374464,47.68,-122.36,1090.8593245360776,False,"47.68,-122.36","7014, 3rd Avenue Northwest, Greenwood, Seattle, King County, Washington, 98117, United States",0.07131160839262865
1207 Spring Street,47.6104376,-122.3242954,47.6,-122.33,1237.2177715161604,False,"47.6,-122.33","South Main Street Cycletrack, West Edge, First Hill, Seattle, King County, Washington, 98104, United States",0.0808793464329444
5102 Leary Avenue Northwest,47.665169,-122.3798782,47.66,-122.38,574.7816425677007,False,"47.66,-122.38","Port of Seattle Fishermen's Terminal, 1900, West Nickerson Street, Magnolia, Seattle, King County, Washington, 98119, United States",0.03757460057784392
7916 Wallingford Avenue North,47.6861731,-122.3364673,47.68,-122.34,735.8189759442936,False,"47.68,-122.34","Green Lake Trail, Phinney Ridge, Seattle, King County, Washington, 98103, United States",0.048101926142236594
1211 Northeast Boat Street,47.652034,-122.315533,47.65,-122.32,404.679561088909,False,"47.65,-122.32","3207, Fuhrman Avenue East, Portage Bay, University District, Seattle, King County, Washington, 98102, United States",0.026454694694154124
1418 North 48th Street,47.6637566,-122.3397497,47.66,-122.33,843.0526144783207,False,"47.66,-122.33","4328, Sunnyside Avenue North, Wallingford, Seattle, King County, Washington, 98103, United States",0.05511199890382514
1374 30th Avenue South,47.590514,-122.2930994,47.6,-122.3,1175.4478236076689,False,"47.6,-122.3","Gideon-Mathews Gardens, 323, 25th Avenue South, Leschi, Seattle, King County, Washington, 98144, United States",0.07684132408065186
3627 Stone Way North,47.6517561,-122.342908,47.65,-122.34,293.0046714908096,False,"47.65,-122.34","3526, Ashworth Avenue North, Fremont, Seattle, King County, Washington, 98103, United States",0.019154288660867907
2523 Yale Avenue East,47.642722,-122.3273248,47.63,-122.32,1517.8028074914018,False,"47.63,-122.32","1140, 10th Avenue East, Capitol Hill, Seattle, King County, Washington, 98102, United States",0.09922173922021556
7114 5th Avenue Northeast,47.680643,-122.3226673,47.68,-122.32,212.65231562114718,False,"47.68,-122.32","7018, 8th Avenue Northeast, Roosevelt, Green Lake, Seattle, King County, Washington, 98115, United States",0.013901497942285209
1127 Northwest 61st Street,47.672968,-122.3726312,47.67,-122.36,1004.337259805972,False,"47.67,-122.36","218, Northwest 56th Street, Phinney Ridge, Seattle, King County, Washington, 98107, United States",0.0656554917343428
4229 1st Avenue Northwest,47.6585367,-122.357568,47.66,-122.36,244.62609860672376,False,"47.66,-122.36","4339, Baker Avenue Northwest, Phinney Ridge, Seattle, King County, Washington, 98107, United States",0.015991686695145727
3444 34th Avenue West,47.65178,-122.4003265,47.63,-122.39,2542.8559678192905,False,"47.63,-122.39","Elliott Bay Marina, 2601, West Marina Place, Seattle, King County, Washington, 98199, United States",0.16623146990388193
6515 Ellis Avenue South,47.544402,-122.3190128,47.55,-122.32,626.8147570870319,False,"47.55,-122.32","920, South Doris Street, Van Asselt, Georgetown, Seattle, King County, Washington, 98108, United States",0.04097610708064563
7908 Ashworth Avenue North,47.6865567,-122.3386319,47.68,-122.35,1122.476148402821,False,"47.68,-122.35","7011, Fremont Avenue North, Phinney Ridge, Seattle, King County, Washington, 98103, United States",0.07337846202947389
6741 1/2 Beach Drive Southwest,47.5421351,-122.3966595,47.52,-122.4,2473.828085787849,False,"47.52,-122.4","9601, 50th Avenue Southwest, Endolyne, Seattle, King County, Washington, 98136, United States",0.16171898219728223
2518 Yale Avenue East,47.6426177,-122.3266109,47.63,-122.32,1488.2445271693268,False,"47.63,-122.32","1140, 10th Avenue East, Capitol Hill, Seattle, King County, Washington, 98102, United States",0.09728945660257943
522 Northeast 78th Street,47.6855069,-122.3218528,47.68,-122.32,627.8843583582789,False,"47.68,-122.32","7018, 8th Avenue Northeast, Roosevelt, Green Lake, Seattle, King County, Washington, 98115, United States",0.04104602900850177
9201 12th Avenue Northwest,47.6962317,-122.3717994,47.69,-122.36,1124.547690754148,False,"47.69,-122.36","146, Northwest 84th Street, Crown Hill, Greenwood, Seattle, King County, Washington, 98117, United States",0.07351388280610739
3410 2nd Avenue South,47.5734455,-122.3311657,47.6,-122.33,2953.6915731825234,False,"47.6,-122.33","South Main Street Cycletrack, West Edge, First Hill, Seattle, King County, Washington, 98104, United States",0.1930885972570088
4807 40th Avenue Southwest,47.5590587,-122.3831553,47.57,-122.38,1239.4299603721383,False,"47.57,-122.38","3743, Belvidere Avenue Southwest, West Seattle, Seattle, King County, Washington, 98126, United States",0.08102396154677231
1100 17th Avenue,47.6117505,-122.3097996,47.61,-122.32,791.2254530896558,False,"47.61,-122.32","Seattle University, Minor Avenue, First Hill, Seattle, King County, Washington, 98104, United States",0.05172395596013777
1614 South Main Street,47.6002495,-122.3108303,47.58,-122.32,2354.659568548705,False,"47.58,-122.32","I 5, Beacon Hill, Seattle, King County, Washington, 98134, United States",0.153928703063259
3119 Southwest Holly Street,47.5426985,-122.3730166,47.56,-122.36,2158.749459940518,False,"47.56,-122.36","4746, 21st Avenue Southwest, Youngstown, Delridge, Seattle, King County, Washington, 98106, United States",0.14112167595078892
7544 37th Avenue Northeast,47.6845175,-122.2879547,47.68,-122.3,1034.5054668731925,False,"47.68,-122.3","7021, 26th Avenue Northeast, Wedgwood, Seattle, King County, Washington, 98115, United States",0.06762764645667631
4545 University Way Northeast,47.662607,-122.3132864,47.66,-122.32,581.6442398268211,False,"47.66,-122.32","4317, 8th Avenue Northeast, West Campus, University District, Seattle, King County, Washington, 98105, United States",0.03802322198785648
2724 Northeast 55th Street,47.6687325,-122.2974224,47.67,-122.3,239.44372113354484,False,"47.67,-122.3","2514, Northeast 57th Street, University Park, University District, Seattle, King County, Washington, 98105, United States",0.01565290454001561
417 6th Avenue South,47.5985819,-122.326531,47.6,-122.33,304.8183809913154,False,"47.6,-122.33","South Main Street Cycletrack, West Edge, First Hill, Seattle, King County, Washington, 98104, United States",0.01992657396532055
3820 Rainier Avenue South,47.5691264,-122.2883797,47.57,-122.29,155.87787983872977,False,"47.57,-122.29","3651, 34th Avenue South, Mount Baker, Seattle, King County, Washington, 98144, United States",0.010190041991766548
2021 Northwest Market Street,47.6684912,-122.38391,47.66,-122.38,988.7053267739705,False,"47.66,-122.38","Port of Seattle Fishermen's Terminal, 1900, West Nickerson Street, Magnolia, Seattle, King County, Washington, 98119, United States",0.0646336016869969
309 West Galer Street,47.6319924,-122.3610967,47.638,-122.363,683.0872196250032,False,"47.638,-122.363","416, West Crockett Street, Queen Anne, Seattle, King County, Washington, 98119, United States",0.044654748058026716
828 Northwest 96th Street,47.6995246,-122.367257,47.7,-122.3,5048.406319359123,False,"47.7,-122.3","2535, Northeast 98th Street, Alicia Park, Maple Leaf, Seattle, King County, Washington, 98115, United States",0.33002419868035243
125 12th Avenue,47.6024793,-122.3170665,47.6,-122.33,1010.8906195560006,False,"47.6,-122.33","South Main Street Cycletrack, West Edge, First Hill, Seattle, King County, Washington, 98104, United States",0.06608389768333976
1432 15th Avenue,47.6139472,-122.3125266,47.61,-122.32,712.9525957401956,False,"47.61,-122.32","Seattle University, Minor Avenue, First Hill, Seattle, King County, Washington, 98104, United States",0.046607106128514784
830 Davis Place South,47.5949965,-122.3079889,47.62,-122.34,3677.137266815701,False,"47.62,-122.34","820, John Street, South Lake Union, Belltown, Seattle, King County, Washington, 98109, United States",0.2403816577253172
908 29th Avenue South,47.5941153,-122.2950392,47.6,-122.3,753.1675934503868,False,"47.6,-122.3","Gideon-Mathews Gardens, 323, 25th Avenue South, Leschi, Seattle, King County, Washington, 98144, United States",0.0492360392124752
324 16th Avenue East,47.6211926,-122.3109861,47.62,-122.32,690.4347791826909,False,"47.62,-122.32","East John Street, Capitol Hill, Seattle, King County, Washington, 98102, United States",0.045135072402361566
4853 South Chicago Street,47.5321983,-122.2708326,47.55,-122.3,2956.1978016899006,False,"47.55,-122.3","2503, South Juneau Street, Rainier Valley, Seattle, King County, Washington, 98108, United States",0.19325243431815925
1421 Northwest 49th Street,47.6641667,-122.3748102,47.66,-122.37,587.5003710918274,False,"47.66,-122.37","Ferguson Terminal, 4300, 11th Avenue Northwest, Phinney Ridge, Seattle, King County, Washington, 98107, United States",0.03840604874660794
406 Occidental Avenue South,47.598924,-122.3326727,47.6,-122.33,233.8994299988081,False,"47.6,-122.33","South Main Street Cycletrack, West Edge, First Hill, Seattle, King County, Washington, 98104, United States",0.015290463380718362
1701 23rd Avenue South,47.5881741,-122.3029076,47.6062,-122.3157,2223.1070691916307,False,"47.6062,-122.3157","1225, East Jefferson Street, Yesler Terrace, Seattle, King County, Washington, 98122, United States",0.14532885878800117
4501 South Henderson Street,47.523184,-122.2759683,47.53,-122.26,1421.3674445105473,False,"47.53,-122.26","8414, Island Drive South, Dunlap, Seattle, King County, Washington, 98118, United States",0.09291757085917016
1123 Pike Street,47.6137339,-122.3279021,47.61,-122.33,444.09855162236573,False,"47.61,-122.33","Cielo, 802, Seneca Street, Central Business District, First Hill, Seattle, King County, Washington, 98101, United States",0.029031591231523945
4721 Brooklyn Avenue Northeast,47.6639307,-122.3144261,47.66,-122.31,549.1074389615382,False,"47.66,-122.31","Gatehouse 2, 4309, Memorial Way Northeast, Greek Row, University District, Seattle, King County, Washington, 98195, United States",0.03589622765461304
3726 Beach Drive Southwest,47.5704895,-122.4100651,47.55,-122.4,2400.690786756404,False,"47.55,-122.4","5667, Beach Drive Southwest, West Seattle, Seattle, King County, Washington, 98136, United States",0.15693785386101114
2648 East Ward Street,47.6275352,-122.296713,47.58,-122.3,5290.864011587718,False,"47.58,-122.3","Rainier Avenue South, Mount Baker, Seattle, King County, Washington, 98144, United States",0.34587413240791093
5265 Utah Avenue South,47.5545144,-122.3357337,47.57,-122.32,2089.554607465293,False,"47.57,-122.32","I 5, Beacon Hill, Seattle, King County, Washington, 98134, United States",0.1365982730595889
3616 Dayton Avenue North,47.6523095,-122.3521343,47.66,-122.35,869.9591192123767,False,"47.66,-122.35","4400, Fremont Avenue North, Fremont, Seattle, King County, Washington, 98103, United States",0.05687092976287556
1301 Northwest 85th Street,47.6904832,-122.3730081,47.7,-122.3,5581.480567000821,False,"47.7,-122.3","2535, Northeast 98th Street, Alicia Park, Maple Leaf, Seattle, King County, Washington, 98115, United States",0.36487230524825176
1118 2nd Avenue,47.6065088,-122.3360807,47.6062,-122.3373,97.89854281089258,False,"47.6062,-122.3373","116, Seneca Street, West Edge, Belltown, Seattle, King County, Washington, 98101, United States",0.006399819289355556
9220 17th Avenue Southwest,47.5203392,-122.3562037,47.52,-122.36,288.3936488471932,False,"47.52,-122.36","9234, 21st Avenue Southwest, Highland Park, Seattle, King County, Washington, 98106, United States",0.018852857088844675
4510 Southwest Director Street,47.5230752,-122.3907894,47.52,-122.35,3090.929885557142,False,"47.52,-122.35","9230, 12th Avenue Southwest, Seattle, King County, Washington, 98106, United States",0.20206013425394115
6500 6th Avenue Northwest,47.6761629,-122.3631974,47.68,-122.36,489.541063774154,False,"47.68,-122.36","7014, 3rd Avenue Northwest, Greenwood, Seattle, King County, Washington, 98117, United States",0.032002257162553824
1339 14th Avenue South,47.5904478,-122.3152724,47.6,-122.32,1119.972340981903,False,"47.6,-122.32","Yesler Hillclimb, Yesler Terrace, Seattle, King County, Washington, 98104, United States",0.07321478323948233
1415 4th Avenue,47.6094654,-122.336273,47.607,-122.335,290.34043657586824,False,"47.607,-122.335","1122, 3rd Avenue, West Edge, First Hill, Seattle, King County, Washington, 98101, United States",0.018980122411703687
229 Northeast 95th Street,47.6975134,-122.3259159,47.7,-122.3,1964.7642818454594,False,"47.7,-122.3","2535, Northeast 98th Street, Alicia Park, Maple Leaf, Seattle, King County, Washington, 98115, United States",0.12844048531223226
911 14th Avenue,47.6107443,-122.3143557,47.61,-122.32,432.3629260079215,False,"47.61,-122.32","Seattle University, Minor Avenue, First Hill, Seattle, King County, Washington, 98104, United States",0.028264410423480102
4818 South Ferdinand Street,47.558772,-122.2726635,47.53,-122.28,3246.239274907712,False,"47.53,-122.28","4215, South Elmgrove Street, Seattle, King County, Washington, 98118, United States",0.21221301291020261
3308 East Spring Street,47.6117713,-122.2899425,47.61,-122.3,781.3956254960617,False,"47.61,-122.3","2421, East Marion Street, Madison Valley, Central District, Seattle, King County, Washington, 98122, United States",0.051081360897552996
400 Northeast 45th Street,47.6615455,-122.3231447,47.66,-122.32,292.0986229282662,False,"47.66,-122.32","4317, 8th Avenue Northeast, West Campus, University District, Seattle, King County, Washington, 98105, United States",0.019095058493582794
4441 Rainier Avenue South,47.5630694,-122.2882216,47.56,-122.29,366.5664529342098,False,"47.56,-122.29","CityLine Building 1, 4760, 32nd Avenue South, Rainier Vista, Rainier Valley, Seattle, King County, Washington, 98118, United States",0.02396316624294004
6532 34th Avenue Northeast,47.6767843,-122.2911713,47.68,-122.3,753.1973055675232,False,"47.68,-122.3","7021, 26th Avenue Northeast, Wedgwood, Seattle, King County, Washington, 98115, United States",0.04923798155170638
