address,lat,lon,llm_lat,llm_lon,error_meters,is_exact_match,llm_coord,predicted_address_reverse
2349 45th Avenue Southwest,47.5815814,-122.3895746,,,,FALSE,,
519 Northwest 44th Street,47.6603129,-122.3636388,47.66,-122.36,275.53047160117325,FALSE,"47.66,-122.36","4339, Baker Avenue Northwest, Phinney Ridge, Seattle, King County, Washington, 98107, United States"
9002 45th Avenue Southwest,47.5233479,-122.3899628,47.53,-122.39,739.5931567096833,FALSE,"47.53,-122.39","8036, 45th Avenue Southwest, Seattle, King County, Washington, 98136, United States"
9262 51st Avenue South,47.5192944,-122.2697479,47.53,-122.27,1190.4114537173898,FALSE,"47.53,-122.27","8115, Rainier Avenue South, Dunlap, Seattle, King County, Washington, 98118, United States"
2627 Warren Avenue North,47.6441384,-122.3549142,47.628,-122.353,1800.0765236356608,FALSE,"47.628,-122.353","173, Ward Street, South Lake Union, Queen Anne, Seattle, King County, Washington, 98109, United States"
4310 29th Avenue South,47.5637928,-122.2963019,47.57,-122.3,744.1191863699618,FALSE,"47.57,-122.3","3802, 24th Avenue South, Rainier Vista, Beacon Hill, Seattle, King County, Washington, 98108, United States"
9021 Northeast 91st Street,47.6946174,-122.3096665,47.7,-122.3,940.5401921371987,FALSE,"47.7,-122.3","2535, Northeast 98th Street, Alicia Park, Maple Leaf, Seattle, King County, Washington, 98115, United States"
2401 Queen Anne Avenue North,47.6397212,-122.3573401,47.63,-122.36,1099.1632184807315,FALSE,"47.63,-122.36","1212, 3rd Avenue West, Queen Anne, Seattle, King County, Washington, 98119, United States"
5400 Sand Point Way Northeast,47.6682221,-122.277205,47.66,-122.28,937.9584330273583,FALSE,"47.66,-122.28","4328, Northeast 43rd Street, Laurelhurst, Seattle, King County, Washington, 98105, United States"
5228 Brooklyn Avenue Northeast,47.667316,-122.3139409,47.66,-122.31,865.602367,FALSE,"47.66,-122.31","Gatehouse 2, 4309, Memorial Way Northeast, Greek Row, University District, Seattle, King County, Washington, 98195, United States"
3433 Airport Way South,47.5725813,-122.3235745,47.6,-122.33,3086.5504585914287,FALSE,"47.6,-122.33","South Main Street Cycletrack, West Edge, First Hill, Seattle, King County, Washington, 98104, United States"
603 West Crockett Street,47.6375931,-122.3651313,47.62,-122.36,1993.7124217219387,FALSE,"47.62,-122.36","Elliott Avenue West, Uptown, Belltown, Seattle, King County, Washington, 98121, United States"
746 Boylston Avenue East,47.6263962,-122.3230727,47.616,-122.322,1158.6893337845972,FALSE,"47.616,-122.322","Seattle Central College, Broadway, First Hill, Seattle, King County, Washington, 98191, United States"
2445 Northwest 57th Street,47.6696555,-122.3897417,47.66,-122.38,1299.1631262236604,FALSE,"47.66,-122.38","Port of Seattle Fishermen's Terminal, 1900, West Nickerson Street, Magnolia, Seattle, King County, Washington, 98119, United States"
421 23rd Avenue,47.6058827,-122.3031414,47.6,-122.3,695.4041356050536,FALSE,"47.6,-122.3","Gideon-Mathews Gardens, 323, 25th Avenue South, Leschi, Seattle, King County, Washington, 98144, United States"
1114 A Northwest 58th Street,47.6711192,-122.3714315,47.67,-122.36,867.4682562,FALSE,"47.67,-122.36","218, Northwest 56th Street, Phinney Ridge, Seattle, King County, Washington, 98107, United States"
1605 17th Avenue,47.6154333,-122.3111819,47.61,-122.32,896.9086055239073,FALSE,"47.61,-122.32","Seattle University, East Jefferson Street, Yesler Terrace, Seattle, King County, Washington, 98104, United States"
906 6th Avenue North,47.6274343,-122.3447012,47.623,-122.345,493.5301877003219,FALSE,"47.623,-122.345","Gates Foundation, 500, 5th Avenue North, Uptown, Belltown, Seattle, King County, Washington, 98109, United States"
11335 Roosevelt Way Northeast,47.7113739,-122.3181297,47.71,-122.32,207.44353157545973,FALSE,"47.71,-122.32","8th Avenue Northeast, Northgate, Seattle, King County, Washington, 98125, United States"
2101 East Union Street,47.6127055,-122.3047175,47.61,-122.31,498.2165763653129,FALSE,"47.61,-122.31","826, 17th Avenue, Madison Valley, Central District, Seattle, King County, Washington, 98122, United States"
4126 12th Avenue South,47.5662683,-122.3168966,47.57,-122.32,476.09966946007063,FALSE,"47.57,-122.32","I 5, Beacon Hill, Seattle, King County, Washington, 98134, United States"
840 South Cambridge Street,47.518989,-122.3211604,47.53,-122.3,2009.5098448976455,FALSE,"47.53,-122.3","Boeing Field, 7277, Perimeter Road South, Seattle, King County, Washington, 98108, United States"
2516 Beacon Avenue South,47.5805298,-122.3130699,47.57,-122.3,1528.8963286436958,FALSE,"47.57,-122.3","3802, 24th Avenue South, Rainier Vista, Beacon Hill, Seattle, King County, Washington, 98108, United States"
8817 Interlake Avenue North,47.6937994,-122.3405997,47.68,-122.35,1688.8053040229372,FALSE,"47.68,-122.35","7011, Fremont Avenue North, Phinney Ridge, Seattle, King County, Washington, 98103, United States"
12244 Densmore Avenue North,47.7192131,-122.3361934,47.72,-122.35,1039.581195780422,FALSE,"47.72,-122.35","12516, Fremont Avenue North, Bitter Lake, Broadview, Seattle, King County, Washington, 98133, United States"
5235 University Way Northeast,47.6674418,-122.3132937,47.66,-122.32,968.6694264563836,FALSE,"47.66,-122.32","4317, 8th Avenue Northeast, West Campus, University District, Seattle, King County, Washington, 98105, United States"
8548 Densmore Avenue North,47.691849,-122.3378121,47.68,-122.34,1327.6225882715537,FALSE,"47.68,-122.34","Green Lake Trail, Phinney Ridge, Seattle, King County, Washington, 98103, United States"
6503 California Avenue Southwest,47.5446407,-122.38742,47.52,-122.39,2746.4622651013897,FALSE,"47.52,-122.39","4419, Southwest Brace Point Drive, Fauntleroy, Seattle, King County, Washington, 98136, United States"
111 East Roanoke Street,47.6430296,-122.3263618,47.65,-122.33,821.7878499251077,FALSE,"47.65,-122.33","Seattle Marina, 2401, North Northlake Way, Wallingford, Seattle, King County, Washington, 98103, United States"
4865 35th Avenue South,47.5581515,-122.289035,47.56,-122.28,710.3455836894809,FALSE,"47.56,-122.28","4715, 43rd Avenue South, Columbia, Rainier Valley, Seattle, King County, Washington, 98118, United States"
5624 20th Avenue Northeast,47.6700672,-122.3062355,47.67,-122.31,282.81255865072757,FALSE,"47.67,-122.31","1621, Northeast Ravenna Boulevard, University Park, University District, Seattle, King County, Washington, 98105, United States"
4939 South Rose Street,47.5283421,-122.2711622,47.73,-122.33,22852.888507976015,FALSE,"47.73,-122.33","2337, North 140th Street, Haller Lake, Seattle, King County, Washington, 98133, United States"
3857 2nd Avenue South,47.5681181,-122.3330067,47.59,-122.33,2443.3687801583633,FALSE,"47.59,-122.33","1249, 3rd Avenue South, Yesler Terrace, Seattle, King County, Washington, 98134, United States"
1302 Seneca Street,47.6118499,-122.3241767,47.6,-122.32,1354.4168024787398,FALSE,"47.6,-122.32","Yesler Hillclimb, Yesler Terrace, Seattle, King County, Washington, 98104, United States"
202 South Lucile Street,47.553603,-122.3320177,47.59,-122.32,4146.483113653793,FALSE,"47.59,-122.32","Mountains-to-Sound Trail, Yesler Terrace, Seattle, King County, Washington, 98104, United States"
2021 East Union Street,47.6127063,-122.3056954,47.61,-122.31,441.9031526169151,FALSE,"47.61,-122.31","826, 17th Avenue, Madison Valley, Central District, Seattle, King County, Washington, 98122, United States"
8406 Island Drive South,47.528569,-122.2613105,47.52,-122.25,1277.962105723028,FALSE,"47.52,-122.25","9676, Rainier Avenue South, Rainier Beach, Seattle, King County, Washington, 98118, United States"
49 East Roanoke Street,47.6430414,-122.3284578,47.65,-122.33,782.3097747308819,FALSE,"47.65,-122.33","Seattle Marina, 2401, North Northlake Way, Wallingford, Seattle, King County, Washington, 98103, United States"
1531 Melrose Avenue,47.6148522,-122.328107,47.607,-122.328,873.0662502676269,FALSE,"47.607,-122.328","Polyclinic Parking Garage, 751, Marion Street, Central Business District, First Hill, Seattle, King County, Washington, 98104, United States"
6310 Northeast 74th Street,47.6830006,-122.2605327,47.68,-122.28,1499.2634501697298,FALSE,"47.68,-122.28","45th Avenue Northeast, View Ridge, Seattle, King County, Washington, 98115, United States"
1207 Spring Street,47.6104376,-122.3242954,47.62,-122.33,1146.4137826338515,FALSE,"47.62,-122.33","REI, 222, Yale Avenue North, South Lake Union, First Hill, Seattle, King County, Washington, 98109, United States"
5102 Leary Avenue Northwest,47.665169,-122.3798782,47.66,-122.38,574.7816425677007,FALSE,"47.66,-122.38","Port of Seattle Fishermen's Terminal, 1900, West Nickerson Street, Magnolia, Seattle, King County, Washington, 98119, United States"
2661 Southwest Sylvan Heights Drive,47.5395834,-122.3669647,47.6,-122.37,6721.116774983939,FALSE,"47.6,-122.37","Belltown, Seattle, King County, Washington, 98121, United States"
1211 Northeast Boat Street,47.652034,-122.315533,47.65,-122.32,404.6795611,FALSE,"47.65,-122.32","3207, Fuhrman Avenue East, Portage Bay, University District, Seattle, King County, Washington, 98102, United States"
1418 North 48th Street,47.6637566,-122.3397497,47.66,-122.33,843.0526144783207,FALSE,"47.66,-122.33","4328, Sunnyside Avenue North, Wallingford, Seattle, King County, Washington, 98103, United States"
1374 30th Avenue South,47.590514,-122.2930994,47.6,-122.32,2281.523724258624,FALSE,"47.6,-122.32","Yesler Hillclimb, Yesler Terrace, Seattle, King County, Washington, 98104, United States"
1519 Lakeview Boulevard East,47.6336377,-122.3227039,47.628,-122.326,673.9926915547916,FALSE,"47.628,-122.326","1027, Summit Avenue East, Capitol Hill, Seattle, King County, Washington, 98102, United States"
2523 Yale Avenue East,47.642722,-122.3273248,47.63,-122.32,1517.8028074914018,FALSE,"47.63,-122.32","1140, 10th Avenue East, Capitol Hill, Seattle, King County, Washington, 98102, United States"
6353 Northeast Radford Drive,47.6744906,-122.2599475,47.68,-122.3,3069.27458,FALSE,"47.68,-122.3","7021, 26th Avenue Northeast, Wedgwood, Seattle, King County, Washington, 98115, United States"
1129 Northwest 61st Street,47.6727856,-122.3726312,47.67,-122.36,997.8593194417001,FALSE,"47.67,-122.36","218, Northwest 56th Street, Phinney Ridge, Seattle, King County, Washington, 98107, United States"
4229 1st Avenue Northwest,47.6585367,-122.357568,47.66,-122.36,244.62609860672376,FALSE,"47.66,-122.36","4339, Baker Avenue Northwest, Phinney Ridge, Seattle, King County, Washington, 98107, United States"
3445 22nd Avenue West,47.651715,-122.3849555,47.65,-122.39,424.24643102631165,FALSE,"47.65,-122.39","3257, 26th Avenue West, Magnolia Manor, Magnolia, Seattle, King County, Washington, 98199, United States"
925 17th Avenue,47.6112084,-122.3104617,47.61,-122.32,729.6156309731764,FALSE,"47.61,-122.32","Seattle University, East Jefferson Street, Yesler Terrace, Seattle, King County, Washington, 98104, United States"
700 4th Avenue,47.6045369,-122.3307187,47.6,-122.33,507.31114586602143,FALSE,"47.6,-122.33","South Main Street Cycletrack, West Edge, First Hill, Seattle, King County, Washington, 98104, United States"
6741 Beach Drive Southwest,47.5421485,-122.3966052,47.52,-122.4,2475.729028719585,FALSE,"47.52,-122.4","9601, 50th Avenue Southwest, Endolyne, Seattle, King County, Washington, 98136, United States"
2518 Yale Avenue East,47.6426177,-122.3266109,47.63,-122.32,1488.2445271693268,FALSE,"47.63,-122.32","1140, 10th Avenue East, Capitol Hill, Seattle, King County, Washington, 98102, United States"
524 Northeast 78th Street,47.6855329,-122.3218306,47.68,-122.32,630.3380775781377,FALSE,"47.68,-122.32","7018, 8th Avenue Northeast, Roosevelt, Green Lake, Seattle, King County, Washington, 98115, United States"
2449 East Madison Street,47.6205311,-122.300113,47.6,-122.3,2282.719694850933,FALSE,"47.6,-122.3","Gideon-Mathews Gardens, 323, 25th Avenue South, Leschi, Seattle, King County, Washington, 98144, United States"
3410 2nd Avenue South,47.5734455,-122.3311657,47.6,-122.3,3769.905301785066,FALSE,"47.6,-122.3","Gideon-Mathews Gardens, 323, 25th Avenue South, Leschi, Seattle, King County, Washington, 98144, United States"
423 Fairview Avenue North,47.6229167,-122.3345321,47.63,-122.34,888.3293773847422,FALSE,"47.63,-122.34","Pacific Northwest Sex Therapy Collective, 1200, Westlake Avenue North, Westlake, Seattle, King County, Washington, 98109, United States"
512 5th Avenue West,47.6237899,-122.3629378,47.62,-122.35,1059.8833869106056,FALSE,"47.62,-122.35","Seattle Center, 3rd Avenue North, Uptown, Belltown, Seattle, King County, Washington, 98121, United States"
9776 Holman Road Northwest,47.7008859,-122.3623796,47.7,-122.4,2825.3668458283864,FALSE,"47.7,-122.4","3228, Northwest Esplanade, North Beach, Seattle, King County, Washington, 98117, United States"
210 4th Avenue South,47.6005499,-122.3285854,47.6,-122.33,122.69584688694519,FALSE,"47.6,-122.33","South Main Street Cycletrack, West Edge, First Hill, Seattle, King County, Washington, 98104, United States"
7545 42nd Avenue Northeast,47.6844216,-122.2834967,47.68,-122.3,1333.0691543143846,FALSE,"47.68,-122.3","7021, 26th Avenue Northeast, Wedgwood, Seattle, King County, Washington, 98115, United States"
4545 University Way Northeast,47.662607,-122.3132864,47.66,-122.32,581.6442398268211,FALSE,"47.66,-122.32","4317, 8th Avenue Northeast, West Campus, University District, Seattle, King County, Washington, 98105, United States"
2311 West Dravus Street,47.6482547,-122.3863709,47.68,-122.38,3561.8510078194727,FALSE,"47.68,-122.38","7017, 18th Avenue Northwest, Whittier Heights, Ballard, Seattle, King County, Washington, 98117, United States"
417 7th Avenue South,47.598694,-122.323968,47.6,-122.33,476.28805042875945,FALSE,"47.6,-122.33","South Main Street Cycletrack, West Edge, First Hill, Seattle, King County, Washington, 98104, United States"
2960 4th Avenue South,47.5761389,-122.3279213,47.586,-122.334,1187.920767224064,FALSE,"47.586,-122.334","103, South Holgate Street, Seattle, King County, Washington, 98134, United States"
2021 Northwest Market Street,47.6684912,-122.38391,47.66,-122.38,988.7053267739705,FALSE,"47.66,-122.38","Port of Seattle Fishermen's Terminal, 1900, West Nickerson Street, Magnolia, Seattle, King County, Washington, 98119, United States"
309 West Galer Street,47.63199,-122.3611706,47.639,-122.361,779.4998654100937,FALSE,"47.639,-122.361","2219, 3rd Avenue West, Queen Anne, Seattle, King County, Washington, 98119, United States"
828 Northwest 96th Street,47.6995246,-122.367257,47.7,-122.3,5048.406319359123,FALSE,"47.7,-122.3","2535, Northeast 98th Street, Alicia Park, Maple Leaf, Seattle, King County, Washington, 98115, United States"
8507 8th Avenue Northeast,47.6906412,-122.3205561,47.68,-122.32,1183.8697227863465,FALSE,"47.68,-122.32","7018, 8th Avenue Northeast, Roosevelt, Green Lake, Seattle, King County, Washington, 98115, United States"
1441 16th Avenue,47.6133987,-122.3118236,47.61,-122.32,721.5854389007441,FALSE,"47.61,-122.32","Seattle University, East Jefferson Street, Yesler Terrace, Seattle, King County, Washington, 98104, United States"
2538 1/2 56th Avenue Southwest,47.5806597,-122.4035969,47.57,-122.39,1565.597268798379,FALSE,"47.57,-122.39","3805, 45th Avenue Southwest, West Seattle, Seattle, King County, Washington, 98116, United States"
916 29th Avenue South,47.5940253,-122.2950451,47.6,-122.31,1306.2050754012057,FALSE,"47.6,-122.31","1700, South Main Street, Central District, Seattle, King County, Washington, 98144, United States"
327 16th Avenue East,47.6213046,-122.3117592,47.62,-122.32,636.2225771876774,FALSE,"47.62,-122.32","East John Street, Capitol Hill, Seattle, King County, Washington, 98102, United States"
1515 Northwest 52nd Street,47.6662962,-122.3772037,47.67,-122.37,679.9125724199133,FALSE,"47.67,-122.37","933, Northwest 57th Street, Phinney Ridge, Seattle, King County, Washington, 98107, United States"
1421 Northwest 49th Street,47.6641667,-122.3748102,47.66,-122.37,587.5003710918274,FALSE,"47.66,-122.37","Ferguson Terminal, 4300, 11th Avenue Northwest, Phinney Ridge, Seattle, King County, Washington, 98107, United States"
406 Occidental Avenue South,47.598924,-122.3326727,47.6,-122.33,233.8994299988081,FALSE,"47.6,-122.33","South Main Street Cycletrack, West Edge, First Hill, Seattle, King County, Washington, 98104, United States"
320 Terry Avenue North,47.6216994,-122.336722,47.62,-122.34,310.5113472913447,FALSE,"47.62,-122.34","820, John Street, South Lake Union, Belltown, Seattle, King County, Washington, 98109, United States"
4501 South Henderson Street,47.523184,-122.2759683,47.53,-122.26,1421.3674445105473,FALSE,"47.53,-122.26","8414, Island Drive South, Dunlap, Seattle, King County, Washington, 98118, United States"
1123 Pike Street,47.6137339,-122.3279021,47.61,-122.33,444.09855162236573,FALSE,"47.61,-122.33","Cielo, 802, Seneca Street, Central Business District, First Hill, Seattle, King County, Washington, 98101, United States"
4715 Brooklyn Avenue Northeast,47.6636726,-122.314401,47.66,-122.31,525.3670474256826,FALSE,"47.66,-122.31","Gatehouse 2, 4309, Memorial Way Northeast, Greek Row, University District, Seattle, King County, Washington, 98195, United States"
3726 Beach Drive Southwest,47.5704498,-122.4100491,47.55,-122.4,2396.1225117112335,FALSE,"47.55,-122.4","5667, Beach Drive Southwest, West Seattle, Seattle, King County, Washington, 98136, United States"
901 26th Avenue East,47.6268284,-122.2989571,47.62,-122.3,763.2383781401088,FALSE,"47.62,-122.3","135, 25th Avenue East, Washington Park, Capitol Hill, Seattle, King County, Washington, 98112, United States"
5265 Utah Avenue South,47.5545144,-122.3357337,47.57,-122.32,2089.554607465293,FALSE,"47.57,-122.32","I 5, Beacon Hill, Seattle, King County, Washington, 98134, United States"
3616 Dayton Avenue North,47.6523095,-122.3521343,47.65,-122.35,302.72961936813766,FALSE,"47.65,-122.35","3411, Fremont Avenue North, Fremont, Seattle, King County, Washington, 98103, United States"
1302 Northwest 70th Street,47.6797214,-122.3727193,47.68,-122.36,955.5419572171552,FALSE,"47.68,-122.36","7014, 3rd Avenue Northwest, Greenwood, Seattle, King County, Washington, 98117, United States"
216 South Lucile Street,47.5536024,-122.3315594,47.57,-122.33,1826.8876251585557,FALSE,"47.57,-122.33","Seattle City Light South Service Center, 3613, 4th Avenue South, Seattle, King County, Washington, 98134, United States"
414 2nd Avenue South,47.5986563,-122.3313983,47.6,-122.33,182.6924333084839,FALSE,"47.6,-122.33","South Main Street Cycletrack, West Edge, First Hill, Seattle, King County, Washington, 98104, United States"
4510 Southwest Director Street,47.5230752,-122.3907894,47.52,-122.35,3090.929885557142,FALSE,"47.52,-122.35","9230, 12th Avenue Southwest, Seattle, King County, Washington, 98106, United States"
9823 Rainier Avenue South,47.5140268,-122.2520437,47.52,-122.28,2207.891534524581,FALSE,"47.52,-122.28","9215, Martin Luther King Junior Way South, Rainier Beach, Seattle, King County, Washington, 98118, United States"
1562 Northeast 140th Street,47.7305436,-122.3114454,47.73,-122.3,860.6844503486609,FALSE,"47.73,-122.3","2623, Northeast 140th Street, Kenwood, Lake City, Seattle, King County, Washington, 98125, United States"
1339 14th Avenue South,47.5904478,-122.3152724,47.6,-122.32,1119.972340981903,FALSE,"47.6,-122.32","Yesler Hillclimb, Yesler Terrace, Seattle, King County, Washington, 98104, United States"
1416 3rd Avenue,47.6093007,-122.3371394,47.609,-122.342,366.9813148971007,FALSE,"47.609,-122.342","Kubode, Western Avenue, West Edge, Belltown, Seattle, King County, Washington, 98181, United States"
1225 East Fir Street,47.6025679,-122.315104,47.61,-122.32,904.6162996166886,FALSE,"47.61,-122.32","Seattle University, East Jefferson Street, Yesler Terrace, Seattle, King County, Washington, 98104, United States"
911 14th Avenue,47.6107504,-122.3145341,47.61,-122.32,419.3400507102317,FALSE,"47.61,-122.32","Seattle University, East Jefferson Street, Yesler Terrace, Seattle, King County, Washington, 98104, United States"
4818 South Ferdinand Street,47.558772,-122.2726635,47.54,-122.29,2461.4891952674616,FALSE,"47.54,-122.29","7001, 32nd Avenue South, NewHolly, Rainier Valley, Seattle, King County, Washington, 98118, United States"
3308 East Spring Street,47.6117713,-122.2899425,47.61,-122.32,2268.431603,FALSE,"47.61,-122.32","Seattle University, East Jefferson Street, Yesler Terrace, Seattle, King County, Washington, 98104, United States"
4421 Northwest 45th Street,47.6610949,-122.3741417,47.67,-122.38,1083.466781165827,FALSE,"47.67,-122.38","1719, Northwest 57th Street, Sunset Hill, Ballard, Seattle, King County, Washington, 98107, United States"
3524 Northeast 85th Street,47.6905167,-122.2899543,47.68,-122.3,1391.4299664433345,FALSE,"47.68,-122.3","7021, 26th Avenue Northeast, Wedgwood, Seattle, King County, Washington, 98115, United States"
6532 34th Avenue Northeast,47.6768431,-122.2911708,47.68,-122.3,750.1488890998521,FALSE,"47.68,-122.3","7021, 26th Avenue Northeast, Wedgwood, Seattle, King County, Washington, 98115, United States"
8345 15th Avenue Northwest,47.6901404,-122.377051,47.68,-122.36,1705.8612472374732,FALSE,"47.68,-122.36","7014, 3rd Avenue Northwest, Greenwood, Seattle, King County, Washington, 98117, United States"
720 24th Avenue South,47.5961433,-122.3009123,47.6,-122.32,1498.131764484728,FALSE,"47.6,-122.32","Yesler Hillclimb, Yesler Terrace, Seattle, King County, Washington, 98104, United States"
8201 20th Avenue Northwest,47.6875146,-122.3824345,47.68,-122.36,1880.2214659857711,FALSE,"47.68,-122.36","7014, 3rd Avenue Northwest, Greenwood, Seattle, King County, Washington, 98117, United States"
3836 Interlake Avenue North,47.6538559,-122.3409119,47.65,-122.34,434.15180147701136,FALSE,"47.65,-122.34","3526, Ashworth Avenue North, Fremont, Seattle, King County, Washington, 98103, United States"
616 2nd Avenue,47.602794,-122.3327282,47.6,-122.33,372.2752011388406,FALSE,"47.6,-122.33","South Main Street Cycletrack, West Edge, First Hill, Seattle, King County, Washington, 98104, United States"
510 20th Avenue East,47.623613,-122.3055253,47.62,-122.31,523.9310294,FALSE,"47.62,-122.31","216A, 17th Avenue East, Madison Valley, Capitol Hill, Seattle, King County, Washington, 98112, United States"
